OrderID,OrderDate,DeliveryDate,CustomerName,ProductCategory,ProductName,Quantity,UnitPrice,PaymentMethod,OrderStatus,City,State,Region,TotalAmount
10402,2024-04-17,2024-01-10,Amit Sharma,Electronics,Laptop,4,47945,Net Banking,Delivered,Bengaluru,Maharashtra,East,191780
10403,2024-01-05,2024-01-11,Karan Malhotra,Home Appliances,Novel,4,23583,Debit Card,In Transit,Pune,Karnataka,West,94332
10404,2024-04-12,2024-01-12,Suresh Iyer,Beauty,Face Cream,3,59423,UPI,Returned,Pune,Tamil Nadu,South,178269
10405,2024-01-06,2024-01-12,Anjali Deshmukh,Electronics,Face Cream,2,30324,Cash on Delivery,Delivered,Hyderabad,Karnataka,East,60648
10406,2024-04-18,2024-01-05,Sneha Kulkarni,Books,Shirt,4,49930,Credit Card,In Transit,Hyderabad,Telangana,West,199720
10407,2024-04-25,2024-01-06,Sneha Kulkarni,Clothing,Mobile,3,31034,Cash on Delivery,In Transit,Mumbai,Delhi,East,93102
10408,2024-04-03,2024-01-07,Rahul Mehta,Clothing,Mixer,3,815,Debit Card,Cancelled,Delhi,Delhi,South,2445
10409,2024-02-16,2024-01-05,Sneha Kulkarni,Clothing,Shirt,4,67027,UPI,Delivered,Chennai,Maharashtra,East,268108
10410,2024-04-08,2024-01-10,Priya Nair,Books,Novel,1,46516,Net Banking,In Transit,Mumbai,Maharashtra,South,46516
10411,2024-02-24,2024-01-05,Suresh Iyer,Electronics,Face Cream,2,72133,Cash on Delivery,In Transit,Chennai,Tamil Nadu,South,144266
10412,2024-06-16,2024-01-12,Priya Nair,Books,Face Cream,2,59055,Net Banking,Cancelled,Pune,Tamil Nadu,East,118110
10413,2024-02-21,2024-01-06,Suresh Iyer,Clothing,Face Cream,1,28156,UPI,In Transit,Chennai,Telangana,West,28156
10414,2024-05-23,2024-01-09,Karan Malhotra,Beauty,Novel,4,74170,Cash on Delivery,In Transit,Delhi,Maharashtra,North,296680
10415,2024-01-13,2024-01-05,Suresh Iyer,Home Appliances,Face Cream,2,24462,Net Banking,In Transit,Mumbai,Maharashtra,West,48924
10416,2024-04-23,2024-01-11,Priya Nair,Books,Headphones,4,6308,Net Banking,Cancelled,Hyderabad,Tamil Nadu,West,25232
10417,2024-05-03,2024-01-05,Suresh Iyer,Books,Novel,4,8287,Cash on Delivery,In Transit,Delhi,Tamil Nadu,East,33148
10418,2024-04-15,2024-01-10,Karan Malhotra,Electronics,Mixer,3,62832,UPI,In Transit,Delhi,Tamil Nadu,West,188496
10419,2024-06-06,2024-01-10,Karan Malhotra,Electronics,Shirt,1,3632,Net Banking,Delivered,Mumbai,Delhi,West,3632
10420,2024-05-26,2024-01-07,Amit Sharma,Books,Mixer,4,66623,Debit Card,Delivered,Hyderabad,Karnataka,North,266492
10421,2024-05-24,2024-01-10,Suresh Iyer,Clothing,Laptop,5,39290,Cash on Delivery,Cancelled,Delhi,Karnataka,West,196450
10422,2024-04-29,2024-01-08,Rahul Mehta,Home Appliances,Face Cream,1,10173,Credit Card,Returned,Hyderabad,Maharashtra,North,10173
10423,2024-03-03,2024-01-06,Pooja Singh,Electronics,Laptop,2,36744,Credit Card,Delivered,Bengaluru,Delhi,East,73488
10424,2024-01-19,2024-01-06,Rohit Verma,Clothing,Mobile,3,35640,UPI,Cancelled,Bengaluru,Tamil Nadu,North,106920
10425,2024-04-01,2024-01-09,Karan Malhotra,Beauty,Mobile,2,5333,Debit Card,In Transit,Bengaluru,Maharashtra,South,10666
10426,2024-02-27,2024-01-09,Neha Patil,Electronics,Laptop,2,73624,Net Banking,In Transit,Chennai,Delhi,South,147248
10427,2024-03-30,2024-01-06,Pooja Singh,Clothing,Novel,1,15989,Credit Card,Cancelled,Delhi,Telangana,North,15989
10428,2024-04-26,2024-01-11,Anjali Deshmukh,Clothing,Mixer,2,366,UPI,In Transit,Mumbai,Delhi,South,732
10429,2024-03-02,2024-01-09,Suresh Iyer,Home Appliances,Laptop,4,45546,Debit Card,In Transit,Mumbai,Maharashtra,East,182184
10430,2024-01-23,2024-01-07,Priya Nair,Home Appliances,Mobile,2,7833,Debit Card,Returned,Chennai,Karnataka,South,15666
10431,2024-05-06,2024-01-10,Rohit Verma,Beauty,Laptop,3,70452,UPI,In Transit,Mumbai,Tamil Nadu,North,211356
10432,2024-05-16,2024-01-06,Neha Patil,Clothing,Novel,3,59958,UPI,Delivered,Bengaluru,Telangana,East,179874
10433,2024-05-19,2024-01-12,Pooja Singh,Clothing,Laptop,5,38798,Net Banking,In Transit,Delhi,Delhi,South,193990
10434,2024-05-08,2024-01-09,Suresh Iyer,Home Appliances,Mixer,3,12072,UPI,Cancelled,Mumbai,Maharashtra,East,36216
10435,2024-02-27,2024-01-06,Amit Sharma,Electronics,Shirt,2,49336,Net Banking,Returned,Mumbai,Maharashtra,North,98672
10436,2024-05-01,2024-01-08,Anjali Deshmukh,Electronics,Novel,3,58831,Net Banking,In Transit,Pune,Tamil Nadu,South,176493
10437,2024-01-01,2024-01-05,Rohit Verma,Books,Mobile,1,13240,Cash on Delivery,Cancelled,Pune,Maharashtra,East,13240
10438,2024-02-03,2024-01-10,Rahul Mehta,Home Appliances,Mixer,3,17232,Debit Card,Delivered,Pune,Maharashtra,East,51696
10439,2024-04-05,2024-01-06,Amit Sharma,Books,Laptop,4,57127,Debit Card,In Transit,Delhi,Tamil Nadu,South,228508
10440,2024-05-05,2024-01-05,Neha Patil,Home Appliances,Laptop,1,61731,Debit Card,Returned,Bengaluru,Telangana,East,61731
10441,2024-04-27,2024-01-09,Rohit Verma,Beauty,Shirt,5,24948,Cash on Delivery,In Transit,Hyderabad,Karnataka,East,124740
10442,2024-02-17,2024-01-05,Amit Sharma,Clothing,Mobile,4,33266,Net Banking,Cancelled,Bengaluru,Karnataka,North,133064
10443,2024-03-29,2024-01-10,Anjali Deshmukh,Beauty,Mobile,2,28077,Net Banking,Returned,Bengaluru,Delhi,North,56154
10444,2024-04-26,2024-01-06,Rahul Mehta,Home Appliances,Headphones,2,32867,UPI,In Transit,Delhi,Telangana,North,65734
10445,2024-05-08,2024-01-08,Amit Sharma,Clothing,Mobile,2,17474,Cash on Delivery,Delivered,Delhi,Delhi,North,34948
10446,2024-01-16,2024-01-11,Sneha Kulkarni,Electronics,Shirt,4,42898,UPI,Returned,Pune,Karnataka,North,171592
10447,2024-03-09,2024-01-09,Rahul Mehta,Electronics,Face Cream,4,59499,Cash on Delivery,Delivered,Mumbai,Tamil Nadu,North,237996
10448,2024-01-22,2024-01-06,Neha Patil,Books,Headphones,4,14098,UPI,Cancelled,Chennai,Maharashtra,South,56392
10449,2024-04-02,2024-01-10,Anjali Deshmukh,Home Appliances,Headphones,1,65664,Credit Card,In Transit,Chennai,Karnataka,North,65664
10450,2024-03-16,2024-01-09,Suresh Iyer,Home Appliances,Laptop,1,17858,Debit Card,Delivered,Hyderabad,Telangana,East,17858
10451,2024-06-02,2024-01-07,Priya Nair,Electronics,Laptop,2,61384,Debit Card,Cancelled,Mumbai,Karnataka,South,122768
10452,2024-05-23,2024-01-05,Priya Nair,Beauty,Mobile,3,44537,Net Banking,In Transit,Hyderabad,Telangana,East,133611
10453,2024-06-27,2024-01-11,Priya Nair,Clothing,Headphones,2,65797,Credit Card,Cancelled,Pune,Telangana,North,131594
10454,2024-03-26,2024-01-10,Rohit Verma,Beauty,Laptop,5,478,Debit Card,Delivered,Hyderabad,Telangana,North,2390
10455,2024-01-29,2024-01-07,Neha Patil,Beauty,Shirt,1,17418,Net Banking,Cancelled,Mumbai,Delhi,East,17418
10456,2024-03-09,2024-01-12,Anjali Deshmukh,Electronics,Laptop,4,22916,Credit Card,Returned,Mumbai,Tamil Nadu,East,91664
10457,2024-02-16,2024-01-06,Rahul Mehta,Electronics,Novel,1,1098,Debit Card,In Transit,Chennai,Karnataka,East,1098
10458,2024-04-03,2024-01-08,Rohit Verma,Electronics,Novel,4,7901,UPI,Cancelled,Pune,Tamil Nadu,West,31604
10459,2024-05-23,2024-01-09,Neha Patil,Books,Laptop,5,25663,Cash on Delivery,Delivered,Delhi,Maharashtra,West,128315
10460,2024-06-24,2024-01-05,Suresh Iyer,Beauty,Headphones,5,3095,Credit Card,In Transit,Hyderabad,Karnataka,West,15475
10461,2024-03-25,2024-01-09,Sneha Kulkarni,Home Appliances,Face Cream,1,45564,Net Banking,Returned,Chennai,Tamil Nadu,West,45564
10462,2024-02-08,2024-01-11,Anjali Deshmukh,Clothing,Face Cream,4,73133,Credit Card,In Transit,Hyderabad,Tamil Nadu,South,292532
10463,2024-04-09,2024-01-06,Priya Nair,Books,Headphones,5,3384,Net Banking,Returned,Hyderabad,Maharashtra,North,16920
10464,2024-02-02,2024-01-09,Amit Sharma,Home Appliances,Mixer,2,76946,Credit Card,In Transit,Delhi,Telangana,East,153892
10465,2024-04-10,2024-01-05,Anjali Deshmukh,Beauty,Face Cream,2,1031,Net Banking,Cancelled,Pune,Karnataka,North,2062
10466,2024-01-23,2024-01-06,Karan Malhotra,Electronics,Novel,4,1429,Debit Card,Cancelled,Mumbai,Karnataka,East,5716
10467,2024-01-10,2024-01-09,Neha Patil,Beauty,Shirt,1,28322,UPI,Delivered,Bengaluru,Maharashtra,North,28322
10468,2024-03-09,2024-01-08,Pooja Singh,Clothing,Headphones,5,1905,Debit Card,Returned,Hyderabad,Telangana,South,9525
10469,2024-04-09,2024-01-10,Suresh Iyer,Books,Mobile,1,77806,UPI,Delivered,Bengaluru,Karnataka,West,77806
10470,2024-02-03,2024-01-06,Sneha Kulkarni,Books,Novel,2,44430,Debit Card,Cancelled,Pune,Karnataka,North,88860
10471,2024-06-28,2024-01-10,Suresh Iyer,Clothing,Shirt,5,29565,Debit Card,Returned,Bengaluru,Karnataka,East,147825
10472,2024-05-17,2024-01-12,Anjali Deshmukh,Home Appliances,Shirt,1,32630,Credit Card,Delivered,Hyderabad,Telangana,North,32630
10473,2024-05-26,2024-01-06,Pooja Singh,Home Appliances,Headphones,3,68769,Cash on Delivery,Delivered,Delhi,Maharashtra,South,206307
10474,2024-04-05,2024-01-08,Karan Malhotra,Books,Shirt,4,15487,Net Banking,Delivered,Bengaluru,Karnataka,South,61948
10475,2024-01-01,2024-01-10,Rahul Mehta,Books,Headphones,4,26091,Net Banking,Delivered,Pune,Tamil Nadu,North,104364
10476,2024-03-09,2024-01-07,Amit Sharma,Electronics,Face Cream,3,70910,Net Banking,Delivered,Pune,Telangana,West,212730
10477,2024-01-04,2024-01-05,Pooja Singh,Home Appliances,Laptop,2,40167,UPI,Returned,Delhi,Delhi,East,80334
10478,2024-01-16,2024-01-07,Neha Patil,Clothing,Novel,5,1193,Net Banking,Delivered,Bengaluru,Maharashtra,South,5965
10479,2024-01-24,2024-01-09,Priya Nair,Home Appliances,Mixer,4,20073,Net Banking,Returned,Bengaluru,Tamil Nadu,South,80292
10480,2024-03-20,2024-01-08,Karan Malhotra,Electronics,Laptop,3,4539,Credit Card,Delivered,Mumbai,Karnataka,North,13617
10481,2024-01-02,2024-01-07,Amit Sharma,Books,Novel,3,21163,Debit Card,Cancelled,Chennai,Delhi,South,63489
10482,2024-05-07,2024-01-06,Sneha Kulkarni,Books,Headphones,2,51715,Net Banking,Cancelled,Pune,Maharashtra,South,103430
10483,2024-06-08,2024-01-09,Priya Nair,Electronics,Novel,2,69268,Cash on Delivery,Delivered,Mumbai,Telangana,East,138536
10484,2024-03-24,2024-01-09,Anjali Deshmukh,Clothing,Face Cream,1,60730,Net Banking,In Transit,Pune,Delhi,West,60730
10485,2024-05-31,2024-01-07,Pooja Singh,Books,Headphones,4,1815,UPI,Cancelled,Mumbai,Delhi,East,7260
10486,2024-05-19,2024-01-12,Amit Sharma,Beauty,Laptop,1,14905,UPI,Returned,Chennai,Tamil Nadu,West,14905
10487,2024-06-26,2024-01-07,Rohit Verma,Books,Mobile,3,56540,UPI,Delivered,Mumbai,Maharashtra,East,169620
10488,2024-06-11,2024-01-12,Rahul Mehta,Beauty,Mobile,5,5886,Net Banking,Returned,Pune,Tamil Nadu,North,29430
10489,2024-05-03,2024-01-08,Rahul Mehta,Electronics,Novel,5,31486,Credit Card,In Transit,Bengaluru,Tamil Nadu,South,157430
10490,2024-02-02,2024-01-05,Karan Malhotra,Electronics,Mobile,2,27228,Cash on Delivery,Delivered,Pune,Karnataka,West,54456
10491,2024-06-09,2024-01-07,Sneha Kulkarni,Books,Headphones,5,21011,Net Banking,Cancelled,Hyderabad,Telangana,North,105055
10492,2024-06-27,2024-01-11,Karan Malhotra,Home Appliances,Shirt,5,55262,Credit Card,Returned,Delhi,Delhi,South,276310
10493,2024-06-19,2024-01-12,Rohit Verma,Beauty,Headphones,5,20339,Credit Card,Cancelled,Delhi,Maharashtra,South,101695
10494,2024-04-10,2024-01-07,Neha Patil,Clothing,Shirt,3,36861,Net Banking,Cancelled,Hyderabad,Telangana,South,110583
10495,2024-01-12,2024-01-10,Sneha Kulkarni,Books,Laptop,5,75783,Net Banking,Delivered,Delhi,Telangana,East,378915
10496,2024-03-07,2024-01-06,Suresh Iyer,Clothing,Mixer,5,1877,Credit Card,Returned,Delhi,Maharashtra,North,9385
10497,2024-03-05,2024-01-11,Neha Patil,Books,Shirt,5,28650,Credit Card,In Transit,Chennai,Telangana,North,143250
10498,2024-06-09,2024-01-11,Sneha Kulkarni,Home Appliances,Mobile,1,34098,Credit Card,Cancelled,Bengaluru,Karnataka,South,34098
10499,2024-06-16,2024-01-12,Sneha Kulkarni,Home Appliances,Headphones,3,11085,Net Banking,Delivered,Bengaluru,Telangana,West,33255
10500,2024-03-14,2024-01-10,Rohit Verma,Home Appliances,Laptop,2,72527,Credit Card,Delivered,Pune,Karnataka,North,145054
10501,2024-02-12,2024-01-10,Anjali Deshmukh,Home Appliances,Mobile,1,62257,UPI,In Transit,Hyderabad,Delhi,East,62257
10502,2024-02-13,2024-01-09,Rohit Verma,Electronics,Laptop,4,65731,Net Banking,Delivered,Mumbai,Delhi,West,262924
10503,2024-01-29,2024-01-12,Sneha Kulkarni,Electronics,Mixer,3,17597,UPI,Cancelled,Pune,Tamil Nadu,West,52791
10504,2024-05-20,2024-01-05,Amit Sharma,Beauty,Face Cream,3,72194,Debit Card,Delivered,Pune,Karnataka,West,216582
10505,2024-01-12,2024-01-06,Neha Patil,Clothing,Headphones,4,64072,Net Banking,Returned,Pune,Delhi,West,256288
10506,2024-04-04,2024-01-08,Rohit Verma,Books,Novel,4,19881,Debit Card,Returned,Pune,Telangana,North,79524
10507,2024-02-15,2024-01-11,Anjali Deshmukh,Books,Headphones,4,55492,Credit Card,Cancelled,Bengaluru,Maharashtra,South,221968
10508,2024-05-09,2024-01-08,Pooja Singh,Electronics,Mixer,2,1762,Credit Card,Returned,Mumbai,Maharashtra,West,3524
10509,2024-02-04,2024-01-07,Karan Malhotra,Books,Headphones,5,64473,Cash on Delivery,In Transit,Pune,Karnataka,East,322365
10510,2024-03-21,2024-01-07,Sneha Kulkarni,Electronics,Novel,3,15811,Credit Card,Delivered,Bengaluru,Tamil Nadu,East,47433
10511,2024-03-30,2024-01-08,Suresh Iyer,Beauty,Shirt,5,76406,Debit Card,Cancelled,Pune,Telangana,South,382030
10512,2024-01-08,2024-01-07,Pooja Singh,Clothing,Laptop,5,48965,Credit Card,In Transit,Delhi,Karnataka,North,244825
10513,2024-04-02,2024-01-05,Rahul Mehta,Beauty,Novel,4,44714,Net Banking,Delivered,Pune,Maharashtra,South,178856
10514,2024-06-02,2024-01-10,Priya Nair,Home Appliances,Mobile,2,72873,Credit Card,In Transit,Hyderabad,Karnataka,West,145746
10515,2024-03-30,2024-01-07,Anjali Deshmukh,Home Appliances,Mixer,1,13686,Cash on Delivery,Cancelled,Hyderabad,Telangana,North,13686
10516,2024-06-10,2024-01-09,Suresh Iyer,Home Appliances,Shirt,2,54760,Credit Card,Cancelled,Pune,Delhi,North,109520
10517,2024-04-24,2024-01-07,Priya Nair,Beauty,Mobile,5,6521,Debit Card,In Transit,Chennai,Telangana,West,32605
10518,2024-04-14,2024-01-06,Anjali Deshmukh,Books,Mobile,2,23774,Debit Card,Delivered,Delhi,Delhi,East,47548
10519,2024-05-14,2024-01-05,Amit Sharma,Clothing,Mixer,4,21345,Credit Card,Returned,Mumbai,Delhi,West,85380
10520,2024-02-27,2024-01-06,Karan Malhotra,Home Appliances,Shirt,1,5222,Debit Card,Returned,Pune,Delhi,South,5222
10521,2024-04-23,2024-01-06,Pooja Singh,Home Appliances,Face Cream,4,23006,Debit Card,In Transit,Mumbai,Karnataka,West,92024
10522,2024-03-15,2024-01-09,Neha Patil,Home Appliances,Mobile,1,43071,Cash on Delivery,Cancelled,Delhi,Maharashtra,East,43071
10523,2024-06-05,2024-01-05,Anjali Deshmukh,Clothing,Mobile,5,52635,Net Banking,Delivered,Pune,Karnataka,West,263175
10524,2024-04-29,2024-01-05,Neha Patil,Home Appliances,Shirt,1,53249,Cash on Delivery,Delivered,Chennai,Maharashtra,South,53249
10525,2024-06-12,2024-01-12,Karan Malhotra,Clothing,Headphones,1,71014,UPI,Cancelled,Bengaluru,Telangana,South,71014
10526,2024-01-21,2024-01-05,Sneha Kulkarni,Home Appliances,Mobile,1,15540,Cash on Delivery,Returned,Chennai,Tamil Nadu,East,15540
10527,2024-06-12,2024-01-05,Rahul Mehta,Beauty,Laptop,2,3016,Credit Card,Delivered,Chennai,Telangana,South,6032
10528,2024-05-17,2024-01-05,Pooja Singh,Beauty,Shirt,2,16874,Net Banking,In Transit,Bengaluru,Karnataka,South,33748
10529,2024-04-10,2024-01-09,Karan Malhotra,Clothing,Mobile,5,74017,Credit Card,Returned,Bengaluru,Karnataka,West,370085
10530,2024-05-31,2024-01-07,Karan Malhotra,Beauty,Mixer,1,44366,UPI,In Transit,Hyderabad,Maharashtra,North,44366
10531,2024-06-25,2024-01-12,Amit Sharma,Clothing,Novel,3,62126,Net Banking,Returned,Bengaluru,Karnataka,South,186378
10532,2024-04-08,2024-01-06,Priya Nair,Beauty,Laptop,5,20513,Debit Card,Cancelled,Pune,Delhi,South,102565
10533,2024-02-05,2024-01-05,Rahul Mehta,Beauty,Novel,1,72216,Cash on Delivery,In Transit,Mumbai,Karnataka,East,72216
10534,2024-04-05,2024-01-11,Pooja Singh,Clothing,Novel,1,66451,Credit Card,In Transit,Hyderabad,Maharashtra,East,66451
10535,2024-05-31,2024-01-07,Sneha Kulkarni,Books,Mobile,2,51206,UPI,Cancelled,Hyderabad,Maharashtra,West,102412
10536,2024-05-30,2024-01-07,Sneha Kulkarni,Beauty,Laptop,5,763,Debit Card,In Transit,Mumbai,Delhi,West,3815
10537,2024-02-06,2024-01-06,Rohit Verma,Home Appliances,Laptop,1,32273,Cash on Delivery,Returned,Hyderabad,Maharashtra,South,32273
10538,2024-01-12,2024-01-09,Karan Malhotra,Books,Headphones,1,74994,Debit Card,Delivered,Bengaluru,Tamil Nadu,North,74994
10539,2024-04-22,2024-01-08,Anjali Deshmukh,Clothing,Novel,5,20951,Cash on Delivery,Delivered,Chennai,Telangana,North,104755
10540,2024-01-13,2024-01-08,Amit Sharma,Books,Laptop,3,68994,Net Banking,Cancelled,Delhi,Karnataka,West,206982
10541,2024-01-23,2024-01-07,Rahul Mehta,Electronics,Headphones,5,20308,Debit Card,Returned,Bengaluru,Tamil Nadu,East,101540
10542,2024-04-08,2024-01-10,Sneha Kulkarni,Electronics,Shirt,5,70774,Debit Card,In Transit,Chennai,Karnataka,South,353870
10543,2024-04-14,2024-01-10,Pooja Singh,Beauty,Headphones,3,38485,Debit Card,In Transit,Chennai,Tamil Nadu,South,115455
10544,2024-01-30,2024-01-06,Rohit Verma,Beauty,Mixer,5,74717,Net Banking,Delivered,Hyderabad,Karnataka,North,373585
10545,2024-01-17,2024-01-08,Pooja Singh,Home Appliances,Face Cream,1,71439,UPI,In Transit,Pune,Delhi,West,71439
10546,2024-04-22,2024-01-07,Amit Sharma,Books,Mobile,5,35280,Cash on Delivery,Delivered,Pune,Maharashtra,North,176400
10547,2024-03-02,2024-01-09,Anjali Deshmukh,Electronics,Shirt,3,22804,Debit Card,Cancelled,Hyderabad,Maharashtra,North,68412
10548,2024-03-24,2024-01-08,Rohit Verma,Beauty,Face Cream,4,55270,Net Banking,In Transit,Hyderabad,Delhi,West,221080
10549,2024-04-21,2024-01-07,Rohit Verma,Books,Face Cream,5,17066,UPI,Returned,Mumbai,Tamil Nadu,East,85330
10550,2024-03-26,2024-01-07,Priya Nair,Beauty,Shirt,2,11995,Cash on Delivery,In Transit,Mumbai,Telangana,South,23990
10551,2024-05-20,2024-01-05,Rahul Mehta,Beauty,Mixer,1,18096,Net Banking,Delivered,Delhi,Tamil Nadu,East,18096
10552,2024-01-19,2024-01-09,Rohit Verma,Electronics,Headphones,1,42843,Cash on Delivery,Cancelled,Delhi,Maharashtra,West,42843
10553,2024-06-25,2024-01-05,Priya Nair,Electronics,Mobile,2,14859,Debit Card,Delivered,Delhi,Telangana,West,29718
10554,2024-04-09,2024-01-06,Priya Nair,Beauty,Headphones,2,33439,UPI,In Transit,Delhi,Karnataka,South,66878
10555,2024-05-19,2024-01-05,Amit Sharma,Clothing,Laptop,5,9102,Net Banking,Delivered,Chennai,Telangana,East,45510
10556,2024-05-26,2024-01-11,Neha Patil,Beauty,Headphones,2,74143,UPI,Delivered,Chennai,Tamil Nadu,South,148286
10557,2024-03-16,2024-01-05,Pooja Singh,Beauty,Shirt,4,40505,Debit Card,Cancelled,Mumbai,Delhi,North,162020
10558,2024-01-09,2024-01-11,Anjali Deshmukh,Home Appliances,Mobile,3,34459,UPI,Returned,Pune,Karnataka,North,103377
10559,2024-01-28,2024-01-08,Suresh Iyer,Home Appliances,Headphones,2,11816,UPI,In Transit,Hyderabad,Tamil Nadu,North,23632
10560,2024-05-07,2024-01-10,Pooja Singh,Home Appliances,Mobile,2,50792,Credit Card,Cancelled,Pune,Karnataka,East,101584
10561,2024-02-21,2024-01-12,Rohit Verma,Clothing,Mobile,4,29386,UPI,Returned,Bengaluru,Telangana,North,117544
10562,2024-03-23,2024-01-12,Anjali Deshmukh,Clothing,Laptop,1,30780,Cash on Delivery,Delivered,Chennai,Maharashtra,South,30780
10563,2024-04-20,2024-01-07,Sneha Kulkarni,Beauty,Laptop,1,52391,Net Banking,Returned,Delhi,Tamil Nadu,East,52391
10564,2024-05-23,2024-01-12,Neha Patil,Home Appliances,Shirt,5,48066,Credit Card,Delivered,Delhi,Delhi,South,240330
10565,2024-04-26,2024-01-11,Sneha Kulkarni,Clothing,Mixer,4,39037,Net Banking,Delivered,Bengaluru,Telangana,West,156148
10566,2024-03-09,2024-01-09,Sneha Kulkarni,Electronics,Face Cream,3,9565,Net Banking,Cancelled,Pune,Tamil Nadu,East,28695
10567,2024-04-08,2024-01-05,Rahul Mehta,Beauty,Mobile,3,71290,Debit Card,Delivered,Delhi,Delhi,South,213870
10568,2024-05-19,2024-01-11,Pooja Singh,Books,Mixer,4,15686,Debit Card,Cancelled,Pune,Tamil Nadu,South,62744
10569,2024-01-25,2024-01-09,Suresh Iyer,Beauty,Face Cream,3,37725,Credit Card,Returned,Hyderabad,Telangana,East,113175
10570,2024-06-28,2024-01-10,Amit Sharma,Books,Face Cream,1,43554,Debit Card,Returned,Bengaluru,Tamil Nadu,West,43554
10571,2024-05-02,2024-01-12,Suresh Iyer,Home Appliances,Shirt,3,53934,Debit Card,Delivered,Pune,Karnataka,East,161802
10572,2024-02-22,2024-01-10,Sneha Kulkarni,Books,Face Cream,3,47962,Debit Card,Cancelled,Hyderabad,Telangana,North,143886
10573,2024-05-30,2024-01-12,Rohit Verma,Home Appliances,Face Cream,4,75752,Net Banking,Delivered,Pune,Tamil Nadu,North,303008
10574,2024-05-23,2024-01-05,Neha Patil,Electronics,Mobile,4,10443,Credit Card,Cancelled,Pune,Maharashtra,West,41772
10575,2024-02-26,2024-01-06,Karan Malhotra,Books,Mobile,3,15881,Net Banking,Cancelled,Delhi,Tamil Nadu,South,47643
10576,2024-02-08,2024-01-05,Suresh Iyer,Beauty,Novel,2,67743,Cash on Delivery,Cancelled,Mumbai,Karnataka,South,135486
10577,2024-04-18,2024-01-08,Sneha Kulkarni,Home Appliances,Mixer,4,29724,Net Banking,Returned,Chennai,Delhi,South,118896
10578,2024-02-11,2024-01-11,Neha Patil,Beauty,Headphones,5,42284,Cash on Delivery,Cancelled,Pune,Delhi,East,211420
10579,2024-06-15,2024-01-07,Anjali Deshmukh,Clothing,Laptop,5,41805,UPI,Returned,Pune,Delhi,East,209025
10580,2024-05-21,2024-01-06,Pooja Singh,Home Appliances,Headphones,1,62999,UPI,Cancelled,Pune,Maharashtra,West,62999
10581,2024-05-01,2024-01-05,Priya Nair,Books,Mixer,3,27257,Cash on Delivery,Returned,Mumbai,Karnataka,North,81771
10582,2024-05-12,2024-01-09,Rahul Mehta,Home Appliances,Laptop,2,25764,Cash on Delivery,In Transit,Hyderabad,Telangana,South,51528
10583,2024-06-11,2024-01-06,Neha Patil,Beauty,Headphones,1,23949,Net Banking,Returned,Bengaluru,Delhi,North,23949
10584,2024-03-15,2024-01-11,Rohit Verma,Electronics,Novel,3,42365,Cash on Delivery,Returned,Delhi,Karnataka,East,127095
10585,2024-05-25,2024-01-12,Rohit Verma,Home Appliances,Laptop,4,35058,Credit Card,Delivered,Mumbai,Tamil Nadu,East,140232
10586,2024-03-16,2024-01-06,Neha Patil,Books,Mobile,5,5896,UPI,Cancelled,Hyderabad,Maharashtra,East,29480
10587,2024-01-09,2024-01-12,Rohit Verma,Clothing,Headphones,2,16674,UPI,In Transit,Pune,Karnataka,North,33348
10588,2024-03-14,2024-01-11,Pooja Singh,Electronics,Laptop,5,4075,Cash on Delivery,Delivered,Hyderabad,Karnataka,West,20375
10589,2024-05-24,2024-01-05,Rohit Verma,Clothing,Novel,4,27688,Debit Card,Cancelled,Mumbai,Telangana,West,110752
10590,2024-01-07,2024-01-11,Suresh Iyer,Home Appliances,Face Cream,3,21329,Debit Card,In Transit,Mumbai,Karnataka,East,63987
10591,2024-06-22,2024-01-06,Priya Nair,Beauty,Laptop,4,53939,Cash on Delivery,In Transit,Mumbai,Telangana,South,215756
10592,2024-05-20,2024-01-09,Rohit Verma,Beauty,Laptop,4,14945,Credit Card,In Transit,Bengaluru,Maharashtra,North,59780
10593,2024-06-16,2024-01-10,Priya Nair,Books,Novel,5,31405,Debit Card,Cancelled,Chennai,Maharashtra,East,157025
10594,2024-06-18,2024-01-06,Sneha Kulkarni,Beauty,Face Cream,2,13968,Cash on Delivery,In Transit,Delhi,Tamil Nadu,North,27936
10595,2024-05-16,2024-01-11,Amit Sharma,Electronics,Headphones,4,16260,Credit Card,In Transit,Bengaluru,Telangana,North,65040
10596,2024-06-26,2024-01-10,Pooja Singh,Beauty,Shirt,5,11657,Credit Card,Delivered,Bengaluru,Telangana,West,58285
10597,2024-01-27,2024-01-11,Amit Sharma,Books,Headphones,2,64904,Net Banking,Returned,Chennai,Delhi,East,129808
10598,2024-05-01,2024-01-09,Sneha Kulkarni,Home Appliances,Face Cream,3,52096,Credit Card,Cancelled,Bengaluru,Delhi,West,156288
10599,2024-01-05,2024-01-11,Pooja Singh,Home Appliances,Mixer,3,16104,Debit Card,Returned,Mumbai,Tamil Nadu,East,48312
10600,2024-01-29,2024-01-05,Neha Patil,Beauty,Novel,1,14926,Debit Card,Delivered,Mumbai,Maharashtra,North,14926
10601,2024-06-13,2024-01-07,Neha Patil,Clothing,Headphones,5,28432,Cash on Delivery,Returned,Hyderabad,Delhi,West,142160
10602,2024-06-14,2024-01-12,Priya Nair,Home Appliances,Laptop,2,8251,Cash on Delivery,In Transit,Pune,Karnataka,North,16502
